Matrix ID,Matrix Tag Comment,Matrix Type,Diff. Matrix Info.,Branch/Terr.,Home Branch,Bill To ID,Customer ID,Customer Name,Price Class,Outside Salesperson,Price Line,SellGroupAll,SellGroupMscAll,SellGroupMregAll,PROD_NBR,Product Description,Price Date Ovrd.,LIST,UMSP,CMP,STD-COST,REP-COST,AVG-COST,LASTCOST,Lnd Cost,Avg Lnd,Price Basis#,Price Formula,Qty Break Basis,Qty Break Formula,Qty Brk. Form Constant,Qty Break Points,Qty Break UOM,Qty Brk. Form Multplier,Split Qty,Cost Basis#,Cost Formula,Effective Date,Expire Date,Enable Rnding Rules
1008~159~100730~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,100730,AOSMTH CENTRAL CNTRL BOARD BTX BTH,,227.000,0,259.834,116.905,113.500,113.500,113.500,113.500,113.500,28,GP28.99,28,GP28.99,0,,,140825236,N,,,12/01/2021,06/30/2022,N
1039~159~64239~19805,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AQUATIC,AQUATIC,AQUATIC,LB,64239,AQTC 36X36X72 GEL SMTH WALL SHWR,,1038.000,0,515.467,561.299,544.950,544.950,544.950,544.950,544.950,28,D1.100586,28,D1.100586,0,,,90860687,N,,,03/22/2022,06/30/2022,N
1002~159~924020~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,924020,REHAU 3/4 RAUPEX TUBE 500FT COIL,,1.659,0,1.836,0.734,0.713,0.713,0.713,0.713,0.713,28,GP21.86,28,GP21.86,0,,,127975429,N,,,12/01/2021,06/30/2022,N
1002~159~108071~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108071,GLBSRC 30/5 MFD 370/440V RND RUN,,32.960,0,33.191,13.184,12.800,12.800,12.800,12.800,12.800,1,$15.510,1,$15.510,15.51000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~108075~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108075,GLBSRC 35/5 MFD 370/440V RND RUN,,34.840,0,34.435,13.936,13.530,13.530,13.530,13.530,13.530,1,$16.400,1,$16.400,16.40000,,,0,N,,,04/11/2022,05/06/2022,N
1006~159~286847~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,UPONOR,UPONOR,UPONOR PIPE,IKA,286847,UPONOR 3/4X300FT AQUAPEX WHT BLUE,,1.610,0,1.738,0.646,0.627,0.627,0.627,0.627,0.627,28,GP25.6,28,GP25.6,0,,,134408602,N,,,12/01/2021,06/30/2022,N
1039~159~1437303~19806,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,NAVIEN,NAVIEN,NAVIEN UNIT,NAVIEN,1437303,NAVIEN RES/COMM TANKLSS WH,,1910.000,0,1445.652,1066.050,1035.000,1035.000,1035.000,1035.000,1035.000,28,D0.5,28,D0.5,0,,,200000000,N,,,03/23/2022,06/30/2022,N
1040~159~83211~19815,,N,,1040,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIALMFG,DIALMFG,DIALMFG,MA6,83211,DIAL 1/4 BRS FLOAT VALVE 4154,,9.529,0,10.280,3.811,3.700,3.700,3.700,3.700,3.700,28,GP47.24,28,GP47.24,0,,,189537528,N,,,04/01/2022,06/30/2022,N
1039~159~494~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOTANKLS,AOTANKLS,AOTANKLS,AOS,494,AOSMTH NG INDOOR COND 199K,,2158.000,0,1652.434,1111.370,1079.000,1079.000,1079.000,1079.000,1079.000,28,D0.700000,28,D0.700000,0,,,142857143,N,,,04/01/2022,06/30/2022,N
1029~159~GMILWTOOL ACC~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,,,,,GMILWTOOL ACC,,,0,0,0,0,0,0,0,0,0,5,GP40,5,GP40,0,,,166666667,N,,,04/01/2022,06/30/2022,N
1006~159~45622~19694.2,,N,,1006,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,INSINK,INSINK,INSINK,DS,45622,INSINK BADGER 5 1/2HP GARBAGE,,187.800,187.800,127.098,91.881,89.205,89.205,89.205,89.205,89.205,28,GP11.96,28,GP11.96,0,,,113584734,N,,,12/01/2021,06/30/2022,N
1002~159~107363~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GAJ,107363,DIVERS 24V RELAY D90-380,,16.430,0,12.098,6.571,6.380,6.380,6.380,6.380,6.380,1,$8.210,1,$8.210,8.21000,,,0,N,,,04/11/2022,05/06/2022,N
1044~159~842144~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MALCO,MALCO,842144,MALCO POWER ASSISTED CRIMPER IMPACT,,226.596,0,231.700,113.298,109.998,109.998,109.998,109.998,109.998,28,GP11.63,28,GP11.63,0,,,113160575,N,,,12/01/2021,06/30/2022,N
1002~159~609701~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609701,REHAU 1-1/2X1-1/2X1-1/4 EVERLOC LF,,111.120,0,117.630,49.216,47.782,47.782,47.782,47.782,47.782,28,GP13.22,28,GP13.22,0,,,115233925,N,,,12/01/2021,06/30/2022,N
1044~159~5727~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,TM1,5727,MALCO 14 ALUM COMBO SNIPS MC14A,,68.250,0,124.960,34.125,33.131,33.131,33.131,33.131,33.131,28,GP12.47,28,GP12.47,0,,,114246544,N,,,12/01/2021,06/30/2022,N
1002~159~1052388~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK5,1052388,REHAU 1 RAUPEX PIPE 20FT RED,,2.819,0,3.132,1.248,1.212,1.212,1.212,1.212,1.212,28,GP21.89,28,GP21.89,0,,,128024581,N,,,12/01/2021,06/30/2022,N
1100~159~226732~19700.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID NG,AOQ,226732,AOSMTH NG 50 GAL 40K WH TOP,,1369.900,0,819.000,665.000,665.000,665.000,665.000,665.000,665.000,28,*0.904173,28,*0.904173,0,,,90417300,N,,,12/07/2021,06/30/2022,N
1044~159~843390~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MALCO,MALCO,843390,MALCO HEX DRV 1/4 5/16 CLEAN 6,,25.466,0,33.220,12.733,12.362,12.362,12.362,12.362,12.362,28,GP17.56,28,GP17.56,0,,,121300340,N,,,12/01/2021,06/30/2022,N
1002~159~609705~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,609705,REHAU 2X2X1-1/4 EVERLOC BRS TEE LF,,236.830,0,250.680,104.892,101.837,101.837,101.837,101.837,101.837,28,GP13.22,28,GP13.22,0,,,115233925,N,,,12/01/2021,06/30/2022,N
1029~159~627575~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILW HAND TOOL,MILWTOOL,627575,MILWTL 1 CONSTANT SWING 48-22-4259,,54.400,29.990,31.970,24.195,23.490,23.490,23.490,23.490,23.490,5,*1.1765,5,*1.1765,0,,,117650000,N,,,04/01/2022,06/30/2022,N
1029~159~1509671~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1509671,MILWTL OPEN-LOK 3PC ALL PURPOSE,,48.400,0,36.300,22.660,22.000,22.000,22.000,22.000,22.000,5,*1.4925,5,*1.4925,0,,,149250000,N,,,04/01/2022,06/30/2022,N
1002~159~10290~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10290,DURLINE GAS MOT RISER 24VX36 1-1/2,,45.100,0,111.340,46.453,45.100,45.100,45.100,45.100,45.100,28,GP43.53,28,GP43.53,0,,,177085178,N,,,12/01/2021,06/30/2022,N
1002~159~48183~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SMALL,PP,48183,PVCPIPE 4X20 SCH40 PVC SOLID,,10.300,0,6.843,5.150,5.000,5.000,5.000,5.000,5.000,28,GP-8.29,28,GP-8.29,0,,,92344630,N,,,12/01/2021,06/30/2022,N
1002~159~10571~19633.2,,O,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10571,DURLINE COATED COMPRESSION CPLG,,25.620,0,66.850,26.389,25.620,25.620,25.620,25.620,25.620,,,,,,,,,N,5,$43.1410,10/01/2021,12/31/2022,N
1044~159~886~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,886,MILWTL 5/8X6X8 SDS BIT 48-20-7602,,23.800,23.800,12.660,8.673,8.420,8.420,8.420,8.420,8.420,28,GP5.11,28,GP5.11,0,,,105385183,N,,,12/01/2021,06/30/2022,N
1002~159~10588~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10588,DURLINE COATED COMPRESSION CPLG,,43.790,0,112.330,45.104,43.790,43.790,43.790,43.790,43.790,28,GP-46.49,28,GP-46.49,0,,,68264045,N,,,12/01/2021,06/30/2022,N
1002~159~102813~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,102813,GLBSRC 2.5-67.5 MFD 370/440V,,100.992,0,121.900,40.397,39.220,39.220,39.220,39.220,39.220,1,$47.530,1,$47.530,47.53000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~91002~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,IMPSTLP,IMPSTLP,IMPSTLP SMALL,SN2,91002,ISTLPIPE 1-1/2 STD BLK A53A T&C,,7.622,0,5.580,3.049,2.960,2.960,2.960,2.960,2.960,28,GP12.29,28,GP12.29,0,,,114012085,N,,,12/01/2021,06/30/2022,N
1039~159~107169~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID NG,AOQ,107169,AOSMTH LPG 50 GAL 37K WH GCG-50P,,1452.300,0,859.000,705.000,705.000,705.000,705.000,705.000,705.000,28,D0.697000,28,D0.697000,0,,,143472023,N,,,04/01/2022,06/30/2022,N
1002~159~76906~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,76906,GLBSRC 70/5 MFD 370/440V RND RUN,,62.135,0,60.231,24.854,24.130,24.130,24.130,24.130,24.130,1,$29.240,1,$29.240,29.24000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~10602~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10602,DURLINE 1 COMPXMIP COATED MIP ADPT,,17.900,0,45.430,18.437,17.900,17.900,17.900,17.900,17.900,28,GP-0.85,28,GP-0.85,0,,,99157164,N,,,12/01/2021,06/30/2022,N
1002~159~607595~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,607595,REHAU 1-1/4X1-1/4 CF EVERLOC BRS,,42.830,0,47.150,18.970,18.417,18.417,18.417,18.417,18.417,28,GP16.56,28,GP16.56,0,,,119846596,N,,,12/01/2021,06/30/2022,N
1022~159~GNAVIEN~19744.1,,N,,1022,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,,,,,GNAVIEN,,,0,0,0,0,0,0,0,0,0,28,GP15,28,GP15,0,,,117647059,N,8,D0.96,01/20/2022,06/30/2022,N
1002~159~581161~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581161,REHAU 3/4X3/4 FPT EVERLOC LF BRS,,13.260,0,15.163,5.873,5.702,5.702,5.702,5.702,5.702,28,GP13.22,28,GP13.22,0,,,115233925,N,,,12/01/2021,06/30/2022,N
1044~159~6564~19694.2,,N,,1044,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,TM1,6564,MALCO COMBO CUT MAX AVIATION SNIP,,42.170,0,54.320,21.085,20.471,20.471,20.471,20.471,20.471,28,GP12.46,28,GP12.46,0,,,114233493,N,,,12/01/2021,06/30/2022,N
1002~159~9768~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASP,GP,9768,DURLINE POLY GAS PIPE 1X500,,0.391,0,1.010,0.403,0.391,0.391,0.391,0.391,0.391,28,GP24.69,28,GP24.69,0,,,132784491,N,,,12/01/2021,06/30/2022,N
1002~159~48263~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,PVCPIPE,PVCPIPE,PVCPIPE SPECIAL,PP,48263,PVCPIPE 6X20 SCH40 PVC SOLID,,18.396,0,11.999,9.198,8.930,8.930,8.930,8.930,8.930,28,GP5.66,28,GP5.66,0,,,105999576,N,,,12/01/2021,06/30/2022,N
1100~159~58662~19694.2,,N,,1100,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,USASIA,USASIA,USASIA,MA6,58662,USASIA 3/4HP 2-SPD MOTOR A550-2L,,65.993,0,142.370,67.972,65.993,65.993,65.993,65.993,65.993,28,GP28.5,28,GP28.5,0,,,139860140,N,,,12/01/2021,06/30/2022,N
1002~159~108017~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL CAPACITOR,GA6,108017,GLBSRC 15 MFD 370/440V RND RUN CAP,,19.029,0,20.635,7.612,7.390,7.390,7.390,7.390,7.390,1,$8.960,1,$8.960,8.96000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~414934~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MALCO,MALCO,MSC HVAC TOOLS,MSC HVAC TOOLS,414934,MALCO MSHC DUAL SIDED 1/4 AND 5/16,,7.416,0,10.300,3.708,3.600,3.600,3.600,3.600,3.600,1,$5.000,1,$5.000,5.00000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~581152~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581152,REHAU 1/2X1/2 CM EVERLOC LF BRS,,3.940,0,4.504,1.745,1.694,1.694,1.694,1.694,1.694,28,GP13.35,28,GP13.35,0,,,115406809,N,,,12/01/2021,06/30/2022,N
1002~159~744198~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,FIELDPC,FIELDPC,FIELDPC,FIELDPC,744198,FIELDPIECE JOB LINK REF SCALE,,381.000,0,447.962,237.817,230.890,230.890,230.890,230.890,230.890,1,$279.790,1,$279.790,279.79000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~581145~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581145,REHAU 1X3/4X3/4 EVERLOC POLY TEE,,5.260,0,6.026,2.330,2.262,2.262,2.262,2.262,2.262,28,GP15.98,28,GP15.98,0,,,119019281,N,,,12/01/2021,06/30/2022,N
1039~159~107110~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AORESID,AORESID,AORESID ELEC,AOQ,107110,AOSMTH 30 GAL 2-4.5 KW 240V WH,,1205.100,0,527.000,585.000,585.000,585.000,585.000,585.000,585.000,28,D0.700000,28,D0.700000,0,,,142857143,N,,,04/01/2022,06/30/2022,N
1002~159~581112~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581112,REHAU 1-1/4 EVERLOC PEXA SLEEVE,,1.490,0,1.609,0.660,0.641,0.641,0.641,0.641,0.641,28,GP18.15,28,GP18.15,0,,,122174710,N,,,12/01/2021,06/30/2022,N
1075~159~191889~19694.1,,N,,1075,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,INFLTRTR,INFLTRTR,INFLSEPT,PM5,191889,INFILTRATOR PLUS STANDARD END CAP,,35.587,0,16.180,14.235,13.820,13.820,13.820,13.820,13.820,5,D.58,5,D.58,0,,,172413793,N,,,12/01/2021,06/30/2022,N
1039~159~56963~19815,,N,,1039,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MMMFG,MMMFG,MSC DRYER ACC,N,56963,M&M 4 DRYER VENT DV-DV4,,17.356,0,10.854,6.942,6.740,6.740,6.740,6.740,6.740,1,$30.8270,1,$30.8270,30.82700,,,0,N,,,04/01/2022,06/30/2022,N
1002~159~1091238~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOSOFT,AOSOFT,AOSOFT,AOSOFT,1091238,AOSMTH 600 GAL/ 6YEAR WTR,,1200.000,0,2243.340,618.000,600.000,600.000,600.000,600.000,600.000,28,+42.78709,28,+42.78709,0,,,142787090,N,,,12/01/2021,06/30/2022,N
1002~159~1308740~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,KLEIN,KLEIN,KLEIN,KLEIN,1308740,KLEIN TAPE MEASURE  25-FOOT,,35.600,0,42.040,18.334,17.800,17.800,17.800,17.800,17.800,1,$20.000,1,$20.000,20.00000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~926292~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,IK2,926292,REHAU 50MM EVERLOC X 2MPT OR 1-1/2C,,388.780,0,381.340,172.190,167.175,167.175,167.175,167.175,167.175,28,GP21.28,28,GP21.28,0,,,127032520,N,,,12/01/2021,06/30/2022,N
1029~159~131456~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL ACC,MTA,131456,MILWTL 11/64 COBALT RED HELIX DRILL,,6.100,4.800,3.890,2.668,2.590,2.590,2.590,2.590,2.590,5,*1.6668,5,*1.6668,0,,,166680000,N,,,04/01/2022,06/30/2022,N
1002~159~581159~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,REHAU,REHAU,REHAU,REHAU,581159,REHAU 1X1 MPT EVERLOC LF BRS ADAPT,,21.370,0,24.430,9.465,9.189,9.189,9.189,9.189,9.189,28,GP13.24,28,GP13.24,0,,,115260489,N,,,12/01/2021,06/30/2022,N
1029~159~1176807~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,VERTEX,VERTEX,VERTEX,VERTEX,1176807,VERTEX 5 MICRON SEDIMENT FLTR,,16.738,0,11.810,6.695,6.500,6.500,6.500,6.500,6.500,28,GP29.997909,28,GP29.997909,0,,,142852876,N,,,04/01/2022,06/30/2022,N
1008~159~35943~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,35943,AOSMTH 1650W 120V ELMNT 5.5,,35.000,0,39.485,18.025,17.500,17.500,17.500,17.500,17.500,28,GP25.82,28,GP25.82,0,,,134807226,N,,,12/01/2021,06/30/2022,N
1002~159~1098010~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,DIVTECH,1098010,DIVERS FLASH DETECT INJECT 990,,119.380,0,83.857,47.751,46.360,46.360,46.360,46.360,46.360,1,$59.690,1,$59.690,59.69000,,,0,N,,,04/11/2022,05/06/2022,N
1029~159~1421427~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1421427,MILWTL PACKOUT RACKING KIT,,222.000,0,139.000,104.030,101.000,101.000,101.000,101.000,101.000,5,*1.2821,5,*1.2821,0,,,128210000,N,,,04/01/2022,06/30/2022,N
1008~159~36037~19694.2,,N,,1008,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,AOPARTS,AOPARTS,AOPARTS,AOP,36037,AOSMTH 4000W/5500W 208V/240V ELMNT,,50.000,0,57.316,25.750,25.000,25.000,25.000,25.000,25.000,28,GP15.82,28,GP15.82,0,,,118793062,N,,,12/01/2021,06/30/2022,N
1002~159~1059805~19825.1,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,GLOBAL,GLOBAL,GLOBAL,GLOBAL,1059805,GLBSRC AMRAD MULTI 67.5 AND UP,,136.218,0,164.414,54.487,52.900,52.900,52.900,52.900,52.900,1,$64.100,1,$64.100,64.10000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~101523~19825,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DIVTECH,DIVTECH,DIVTECH,GA7,101523,DIVERS 1/4 HP 115V BLOWER MOTOR,,128.310,0,91.380,51.325,49.830,49.830,49.830,49.830,49.830,1,$64.160,1,$64.160,64.16000,,,0,N,,,04/11/2022,05/06/2022,N
1002~159~10554~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,DURAL,DURAL,POLYGASF,GP1,10554,DURLINE COATED COMPRESSION CPLG,,22.100,0,59.030,22.763,22.100,22.100,22.100,22.100,22.100,28,GP24.33,28,GP24.33,0,,,132152769,N,,,12/01/2021,06/30/2022,N
1029~159~1509689~19815,,N,,1029,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,MILWTOOL,MILWTOOL,MILWTOOL,MILWTOOL,1509689,MILWTL OPEN-LOK 2-1/2 HCS WOOD,,39.600,0,29.700,18.540,18.000,18.000,18.000,18.000,18.000,5,*1.5385,5,*1.5385,0,,,153850000,N,,,04/01/2022,06/30/2022,N
1002~159~1498933~19694.2,,N,,1002,1000,,159,CONTRACT CUSTOMER CASH,CMP,H1000,RECSEAL,RECSEAL,RECSEAL,RECSEAL,1498933,RECTORSEAL PRO-FIT 1/2IN QUIK CNECT,,34.222,0,24.258,13.689,13.290,13.290,13.290,13.290,13.290,5,GP30,5,GP30,0,,,142857143,N,,,12/01/2021,06/30/2022,N
